iShares Core S&P Total U.S. Stock Market ETF
Fund Holdings as of,"Apr 29, 2020"
Inception Date,"Jan 20, 2004"
Shares Outstanding,"366,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"CTEK","CYNERGISTEK INC","Equity","0.00","2.09","6,795.00","14,201.55","14,201.55","Health Care","BF1G0X4","US23258P1057","Nyse Mkt Llc"
"INBK","FIRST INTERNET BANCORP","Equity","0.00","16.88","843.00","14,229.84","14,229.84","Financials","B0406N0","US3205571017","NASDAQ"
"GCBC","GREENE COUNTY BANCORP INC","Equity","0.00","22.49","636.00","14,303.64","14,303.64","Financials","2647751","US3943571071","NASDAQ"
"VTGN","VISTAGEN THERAPEUTICS INC","Equity","0.00","0.43","33,581.00","14,449.90","14,449.90","Health Care","BQ1KSF1","US92840H2022","NASDAQ"
"BH","BIGLARI HOLDINGS INCINARY CLASS B","Equity","0.00","73.50","199.00","14,626.50","14,626.50","Consumer Discretionary","BDT5ZH8","US08986R3093","New York Stock Exchange Inc."
"HBP","HUTTIG BUILDING PRODUCTS INC","Equity","0.00","1.02","14,374.00","14,661.48","14,661.48","Industrials","2528027","US4484511047","NASDAQ"
"ANIX","ANIXA BIOSCIENCES INC","Equity","0.00","2.00","7,352.00","14,704.00","14,704.00","Health Care","BF7NLD6","US03528H1095","NASDAQ"
"FSBC","FSB BANCORP INC","Equity","0.00","12.73","1,157.00","14,728.61","14,728.61","Financials","BD95VX6","US30289C1027","NASDAQ"
"VTSI","VIRTRA INC","Equity","0.00","2.42","6,120.00","14,810.40","14,810.40","Industrials","BFYNPH1","US92827K3014","NASDAQ"
"CLDX","CELLDEX THERAPEUTICS INC","Equity","0.00","2.52","5,881.00","14,820.12","14,820.12","Health Care","BJLV8T9","US15117B2025","NASDAQ"
"QUIK","QUICKLOGIC CORP","Equity","0.00","4.36","3,444.00","15,015.84","15,015.84","Information Technology","BJCWJK9","US74837P4054","NASDAQ"
"VTVT","VTV THERAPEUTICS INC CLASS A","Equity","0.00","2.14","7,059.00","15,106.26","15,106.26","Health Care","BYV6M64","US9183851057","NASDAQ"
"MPX","MARINE PRODUCTS CORP","Equity","0.00","11.43","1,322.00","15,110.46","15,110.46","Consumer Discretionary","2737102","US5684271084","New York Stock Exchange Inc."
"EBMT","EAGLE BANCORP MONTANA INC","Equity","0.00","17.79","850.00","15,121.50","15,121.50","Financials","B57M9P1","US26942G1004","NASDAQ"
"LMB","LIMBACH HOLDINGS INC","Equity","0.00","3.00","5,054.00","15,162.00","15,162.00","Industrials","BDCD1P9","US53263P1057","NASDAQ"
"DXLG","DESTINATION XL GROUP INC","Equity","0.00","0.42","36,438.00","15,303.96","15,303.96","Consumer Discretionary","B86P8R7","US25065K1043","NASDAQ"
"CLRO","CLEARONE INC","Equity","0.00","1.80","8,515.00","15,327.00","15,327.00","Information Technology","B94RJJ1","US18506U1043","NASDAQ"
"BW","BABCOCK AND WILCOX ENTERPRISES INC","Equity","0.00","0.97","15,820.00","15,346.98","15,346.98","Industrials","BKDWYT9","US05614L2097","New York Stock Exchange Inc."
"PEIX","PACIFIC ETHANOL INC","Equity","0.00","0.34","44,753.00","15,359.23","15,359.23","Energy","B986ZL8","US69423U3059","NASDAQ"
"CMCT","CIM COMMERICAL TRUST CORP","Equity","0.00","10.88","1,414.00","15,384.32","15,384.32","Real Estate","BKPT5C8","US1255255846","NASDAQ"
"AEY","ADDVANTAGE TECHNOLOGIES GROUP INC","Equity","0.00","2.38","6,517.00","15,510.46","15,510.46","Information Technology","2300935","US0067433062","NASDAQ"
"CLUB","TOWN SPORTS INTERNATIONAL HOLDINGS","Equity","0.00","0.59","21,886.00","12,906.17","12,906.17","Consumer Discretionary","B0H9BD9","US89214A1025","NASDAQ"
"NINE","NINE ENERGY SERVICE INC","Equity","0.00","0.95","13,382.00","12,712.90","12,712.90","Energy","BF8DJ64","US65441V1017","New York Stock Exchange Inc."
"NEXT","NEXTDECADE CORP","Equity","0.00","1.79","6,093.00","10,906.47","10,906.47","Energy","BYX38K9","US65342K1051","NASDAQ"
"PTI","PROTEOSTASIS THERAPEUTICS INC","Equity","0.00","1.69","6,495.00","10,976.55","10,976.55","Health Care","BYMM863","US74373B1098","NASDAQ"
"RNET","RIGNET INC","Equity","0.00","1.36","8,098.00","11,013.28","11,013.28","Energy","B3WSNV4","US7665821002","NASDAQ"
"LEAF","LEAF GROUP LTD","Equity","0.00","1.35","8,201.00","11,071.35","11,071.35","Consumer Discretionary","BDD8XX5","US52177G1022","New York Stock Exchange Inc."
"TRMT","TREMONT MORTGAGE TRUST","Equity","0.00","2.21","5,063.00","11,189.23","11,189.23","Financials","BF99WP1","US8947891060","NASDAQ"
"MSN","EMERSON RADIO CORP","Equity","0.00","0.76","14,758.00","11,216.08","11,216.08","Consumer Discretionary","2311380","US2910872033","Nyse Mkt Llc"
"PNRG","PRIMEENERGY RESOURCES CORP","Equity","0.00","64.60","174.00","11,240.40","11,240.40","Energy","2480365","US74158E1047","NASDAQ"
"FBSS","FAUQUIER BANKSHARES INC","Equity","0.00","13.57","831.00","11,276.67","11,276.67","Financials","2647632","US3120591082","NASDAQ"
"IROQ","IF BANCORP INC","Equity","0.00","16.27","697.00","11,340.19","11,340.19","Financials","B5MZMG7","US44951J1051","NASDAQ"
"HNRG","HALLADOR ENERGY","Equity","0.00","0.79","14,545.00","11,490.55","11,490.55","Energy","2404978","US40609P1057","NASDAQ"
"LAZY","LAZYDAYS HOLDINGS INC","Equity","0.00","3.55","3,257.00","11,562.35","11,562.35","Consumer Discretionary","BFXSF77","US52110H1005","NASDAQ"
"ZFGN","ZAFGEN INC","Equity","0.00","0.78","14,766.00","11,586.88","11,586.88","Health Care","BN898D8","US98885E1038","NASDAQ"
"OSS","ONE STOP SYSTEMS INC","Equity","0.00","1.41","8,241.00","11,619.81","11,619.81","Information Technology","BD58J68","US68247W1099","NASDAQ"
"EQ","EQUILLIUM INC","Equity","0.00","2.85","4,089.00","11,653.65","11,653.65","Health Care","BGV8J85","US29446K1060","NASDAQ"
"BRID","BRIDGFORD FOODS CORP","Equity","0.00","18.21","641.00","11,672.61","11,672.61","Consumer Staples","2123013","US1087631032","NASDAQ"
"AESE","ALLIED ESPORTS ENTERTAINMENT INC","Equity","0.00","1.95","6,045.00","11,787.75","11,787.75","Consumer Discretionary","BJDRRC1","US0191701095","NASDAQ"
"ICCH","ICC HOLDINGS INC","Equity","0.00","10.38","1,139.00","11,822.82","11,822.82","Financials","BD6NX04","US44931Q1040","NASDAQ"
"XFOR","X4 PHARMACEUTICALS INC","Equity","0.00","9.89","1,202.00","11,887.78","11,887.78","Health Care","BFY8WQ4","US98420X1037","NASDAQ"
"ESP","ESPEY MANUFACTURING AND ELECTRONIC","Equity","0.00","19.45","612.00","11,903.40","11,903.40","Industrials","2321679","US2966501049","Nyse Mkt Llc"
"RAIL","FREIGHTCAR AMERICA INC","Equity","0.00","1.48","8,059.00","11,927.32","11,927.32","Industrials","B06T0P5","US3570231007","NASDAQ"
"MVIS","MICROVISION INC","Equity","0.00","0.32","37,400.00","11,968.00","11,968.00","Information Technology","B7N96Q0","US5949603048","NASDAQ"
"CHRA","CHARAH SOLUTIONS INC","Equity","0.00","1.74","6,916.00","12,033.84","12,033.84","Industrials","BFML704","US15957P1057","New York Stock Exchange Inc."
"AQMS","AQUA METALS INC","Equity","0.00","0.60","20,043.00","12,118.00","12,118.00","Industrials","BYX05K9","US03837J1016","NASDAQ"
"OPOF","OLD POINT FINANCIAL CORP","Equity","0.00","15.88","766.00","12,164.08","12,164.08","Financials","2647773","US6801941070","NASDAQ"
"BTN","BALLANTYNE STRONG INC","Equity","0.00","1.53","8,131.00","12,441.24","12,441.24","Communication","2070540","US0585161054","Nyse Mkt Llc"
"SBFG","SB FINANCIAL GROUP INC","Equity","0.00","14.43","865.00","12,481.95","12,481.95","Financials","B8DV0M7","US78408D1054","NASDAQ"
"NTIC","NORTHERN TECHNOLOGIES INTERNATIONA","Equity","0.00","8.00","1,582.00","12,656.00","12,656.00","Materials","2482026","US6658091094","NASDAQ"
"WSTG","WAYSIDE TECHNOLOGY GROUP INC","Equity","0.00","15.25","830.00","12,657.50","12,657.50","Information Technology","2690476","US9467601053","NASDAQ"
"VUZI","VUZIX CORP","Equity","0.00","1.55","8,196.00","12,703.80","12,703.80","Consumer Discretionary","B9GT0J2","US92921W3007","NASDAQ"
"UBOH","UNITED BANCSHARES INC","Equity","0.00","18.80","679.00","12,765.20","12,765.20","Financials","2744685","US9094581017","NASDAQ"
"INNT","INNOVATE BIOPHARMACEUTICALS INC","Equity","0.00","0.71","17,991.00","12,770.01","12,770.01","Health Care","BD964Q3","US45782F1057","NASDAQ"
"MBII","MARRONE BIO INNOVATIONS INC","Equity","0.00","0.83","15,333.00","12,770.86","12,770.86","Materials","BCFKQV1","US57165B1061","NASDAQ"
"LUB","LUBYS INC","Equity","0.00","0.84","15,284.00","12,838.56","12,838.56","Consumer Discretionary","2162920","US5492821013","New York Stock Exchange Inc."
"KIRK","KIRKLANDS INC","Equity","0.00","0.92","13,978.00","12,900.30","12,900.30","Consumer Discretionary","2960920","US4974981056","NASDAQ"
"FSEA","FIRST SEACOAST BANCORP","Equity","0.00","6.04","2,148.00","12,973.92","12,973.92","Financials","BJLLSF5","US33631P1021","NASDAQ"
"ECOR","ELECTROCORE","Equity","0.00","0.96","13,553.00","13,013.59","13,013.59","Health Care","BFMLP44","US28531P1030","NASDAQ"
"IRIX","IRIDEX CORP","Equity","0.00","1.83","7,130.00","13,047.90","13,047.90","Health Care","2476375","US4626841013","NASDAQ"
"CUI","CUI GLOBAL INC","Equity","0.00","0.87","14,995.00","13,048.65","13,048.65","Information Technology","B7GT902","US1265762062","NASDAQ"
"SSI","STAGE STORES INC","Equity","0.00","0.57","22,805.00","13,090.07","13,090.07","Consumer Discretionary","2812258","US85254C3051","New York Stock Exchange Inc."
"TRVI","TREVI THERAPEUTICS INC","Equity","0.00","2.86","4,606.00","13,173.16","13,173.16","Health Care","BJH9ZN0","US89532M1018","NASDAQ"
"GFED","GUARANTY FEDERAL BANCSHARES INC","Equity","0.00","15.98","825.00","13,183.50","13,183.50","Financials","2502601","US40108P1012","NASDAQ"
"GTNA","GRAY TELEVISION INC CLASS A","Equity","0.00","11.86","756.00","8,966.16","8,966.16","Communication","2383011","US3893752051","New York Stock Exchange Inc."
"CTRA","CONTURA ENERGY INC","Equity","0.00","4.07","2,628.00","10,695.96","10,695.96","Materials","BZ02V30","US21241B1008","New York Stock Exchange Inc."
"MFNC","MACKINAC FINANCIAL CORP","Equity","0.00","11.01","764.00","8,411.64","8,411.64","Financials","B054JQ5","US5545711096","NASDAQ"
"FORD","FORWARD INDUSTRIES INC","Equity","0.00","1.06","7,967.00","8,445.02","8,445.02","Consumer Discretionary","2136408","US3498623004","NASDAQ"
"RIOT","RIOT BLOCKCHAIN INC","Equity","0.00","1.21","7,010.00","8,482.10","8,482.10","Information Technology","BD9F675","US7672921050","NASDAQ"
"GVP","GSE SYSTEMS INC","Equity","0.00","1.08","8,028.00","8,670.24","8,670.24","Information Technology","2414052","US36227K1060","NASDAQ"
"SSBI","SUMMIT STATE BANK","Equity","0.00","10.01","868.00","8,688.68","8,688.68","Financials","B197DL0","US8662642037","NASDAQ"
"PZG","PARAMOUNT GOLD NEVADA CORP","Equity","0.00","1.30","6,716.00","8,730.80","8,730.80","Materials","BWTXL22","US69924M1099","Nyse Mkt Llc"
"ICD","INDEPENDENCE CONTRACT DRILLING INC","Equity","0.00","8.44","1,051.00","8,870.44","8,870.44","Energy","BJN4G81","US4534156066","New York Stock Exchange Inc."
"ESBK","ELMIRA SAVINGS BANK","Equity","0.00","13.29","668.00","8,877.72","8,877.72","Financials","2312305","US2896601026","NASDAQ"
"QRHC","QUEST RESOURCE HOLDING CORP","Equity","0.00","1.18","7,537.00","8,893.66","8,893.66","Industrials","BD3BXS9","US74836W2035","NASDAQ"
"JRSH","JERASH HOLDINGS US INC","Equity","0.00","4.60","1,955.00","8,993.00","8,993.00","Consumer Discretionary","BG13NM2","US47632P1012","NASDAQ"
"RIBT","RICEBRAN TECHNOLOGIES","Equity","0.00","1.25","7,204.00","9,005.00","9,005.00","Consumer Staples","BGLNWJ2","US7628312040","NASDAQ"
"FSFG","FIRST SAVINGS FINANCIAL GROUP INC","Equity","0.00","42.97","214.00","9,195.58","9,195.58","Financials","B3DLY42","US33621E1091","NASDAQ"
"MBCN","MIDDLEFIELD BANC CORP","Equity","0.00","17.12","538.00","9,210.56","9,210.56","Financials","2381543","US5963042040","NASDAQ"
"BYFC","BROADWAY FINANCIAL CORP","Equity","0.00","1.42","6,534.00","9,278.28","9,278.28","Financials","2150873","US1114441058","NASDAQ"
"NEON","NEONODE INC","Equity","0.00","4.75","2,003.00","9,514.25","9,514.25","Information Technology","BFFJPG7","US64051M7092","NASDAQ"
"AZRX","AZURRX BIOPHARMA INC","Equity","0.00","0.61","15,592.00","9,539.19","9,539.19","Health Care","BDB2RM6","US05502L1052","NASDAQ"
"NNVC","NANOVIRICIDES INC","Equity","0.00","5.81","1,651.00","9,592.31","9,592.31","Health Care","BKM3D96","US6300873022","Nyse Mkt Llc"
"GEC","GREAT ELM CAPITAL GROUP INC","Equity","0.00","1.86","5,167.00","9,610.62","9,610.62","Financials","BYX7R93","US39036P2092","NASDAQ"
"NHLD","NATIONAL HOLDINGS CORP","Equity","0.00","1.33","7,255.00","9,649.15","9,649.15","Financials","BSPL122","US6363752063","NASDAQ"
"FPAY","FLEXSHOPPER INC","Equity","0.00","1.21","8,032.00","9,718.72","9,718.72","Financials","BD73LC1","US33939J3032","NASDAQ"
"DXYN","DIXIE GROUP INC CLASS A","Equity","0.00","0.71","13,864.00","9,843.44","9,843.44","Consumer Discretionary","2271893","US2555191004","NASDAQ"
"MWK","MOHAWK GROUP HOLDINGS INC","Equity","0.00","3.40","2,918.00","9,921.20","9,921.20","Consumer Discretionary","BJYJBB3","US6081891060","NASDAQ"
"JAKK","JAKKS PACIFIC INC","Equity","0.00","0.71","14,020.00","9,954.20","9,954.20","Consumer Discretionary","2478854","US47012E1064","NASDAQ"
"BXRX","BAUDAX BIO INC","Equity","0.00","3.25","3,061.00","9,963.56","9,963.56","Health Care","BK72JG7","US07160F1075","NASDAQ"
"EMMS","EMMIS COMMUNICATIONS CORP CLASS A","Equity","0.00","1.40","7,140.00","9,996.00","9,996.00","Communication","BDFVZ58","US2915254005","NASDAQ"
"PRTH","PRIORITY TECHNOLOGY HOLDINGS INC","Equity","0.00","1.77","5,666.00","10,028.82","10,028.82","Information Technology","BZ9NRB4","US74275G1076","NASDAQ"
"AMRK","A MARK PRECIOUS METALS INC","Equity","0.00","14.78","684.00","10,109.52","10,109.52","Financials","BK6MJ46","US00181T1079","NASDAQ"
"SYPR","SYPRIS SOLUTIONS INC","Equity","0.00","0.69","14,761.00","10,185.09","10,185.09","Consumer Discretionary","2226332","US8716551069","NASDAQ"
"MOTS","MOTUS GI HOLDINGS INC","Equity","0.00","1.23","8,361.00","10,284.03","10,284.03","Health Care","BG13F04","US62014P1084","NASDAQ"
"EYES","SECOND SIGHT MEDICAL PRODUCTS INC","Equity","0.00","2.10","4,900.00","10,290.00","10,290.00","Health Care","BJXD2J1","US81362J2096","NASDAQ"
"VCNX","VACCINEX INC","Equity","0.00","4.09","2,566.00","10,494.94","10,494.94","Health Care","BYWQ003","US9186401033","NASDAQ"
"PBBI","PB INC","Equity","0.00","15.23","698.00","10,630.54","10,630.54","Financials","BD8S051","US70454T1007","NASDAQ"
"PDEX","PRO DEX INC","Equity","0.00","17.51","613.00","10,733.63","10,733.63","Health Care","2704292","US74265M2052","NASDAQ"
"RCMT","RCM TECHNOLOGIES INC","Equity","0.00","1.41","7,645.00","10,779.45","10,779.45","Industrials","2718969","US7493604000","NASDAQ"
"SALM","SALEM MEDIA GROUP INC CLASS A","Equity","0.00","0.87","8,120.00","7,064.40","7,064.40","Communication","2433682","US7940931048","NASDAQ"
"FTSI","FTS INTERNATIONAL INC","Equity","0.00","0.36","23,208.00","8,354.88","8,354.88","Energy","BF1FYL7","US30283W1045","New York Stock Exchange Inc."
"QES","QUINTANA ENERGY SERVICES INC","Equity","0.00","0.97","6,162.00","6,007.95","6,007.95","Energy","BF1GM38","US74875T1034","New York Stock Exchange Inc."
"MARK","REMARK HOLDINGS INC","Equity","0.00","0.43","13,903.00","6,020.00","6,020.00","Consumer Discretionary","BZ0XMW9","US75955K1025","NASDAQ"
"NBSE","NEUBASE THERAPEUTICS INC","Equity","0.00","7.70","784.00","6,036.80","6,036.80","Health Care","BJ9NDZ8","US64132K1025","NASDAQ"
"HFBL","HOME FEDERAL BANCORP INC","Equity","0.00","24.00","253.00","6,072.00","6,072.00","Financials","B5NPSS0","US43708L1089","NASDAQ"
"PATI","PATRIOT TRANSPORTATION HOLDING INC","Equity","0.00","8.95","681.00","6,094.95","6,094.95","Industrials","BVW51V7","US70338W1053","NASDAQ"
"JILL","J JILL INC","Equity","0.00","0.45","13,748.00","6,124.73","6,124.73","Consumer Discretionary","BDZTVB0","US46620W1027","New York Stock Exchange Inc."
"NAII","NATURAL ALTERNATIVES INTERNATIONAL","Equity","0.00","6.96","880.00","6,124.80","6,124.80","Consumer Staples","2624691","US6388423021","NASDAQ"
"OTEL","OTELCO INC CLASS A","Equity","0.00","7.71","811.00","6,252.81","6,252.81","Communication","BB2CZR2","US6888233011","NASDAQ"
"EVOL","EVOLVING SYSTEMS INC","Equity","0.00","0.85","7,427.00","6,312.95","6,312.95","Information Technology","2245575","US30049R2094","NASDAQ"
"WSTL","WESTELL TECHNOLOGIES INC CLASS A","Equity","0.00","0.78","8,124.00","6,320.47","6,320.47","Information Technology","BYSYTB5","US9575412047","NASDAQ"
"ELGX","ENDOLOGIX INC","Equity","0.00","1.06","6,108.00","6,474.48","6,474.48","Health Care","BJJTMS2","US29266S3040","NASDAQ"
"TRXC","TRANSENTERIX INC","Equity","0.00","0.40","16,158.00","6,526.22","6,526.22","Health Care","BKBNQC1","US89366M3007","Nyse Mkt Llc"
"VALU","VALUE LINE INC","Equity","0.00","34.10","194.00","6,615.40","6,615.40","Financials","2926751","US9204371002","NASDAQ"
"SFBC","SOUND FINANCIAL BANCORP INC","Equity","0.00","26.00","260.00","6,760.00","6,760.00","Financials","B8GPQW8","US83607A1007","NASDAQ"
"RBCN","RUBICON TECHNOLOGY INC","Equity","0.00","8.08","842.00","6,803.36","6,803.36","Information Technology","BYXHT75","US78112T2069","NASDAQ"
"SAL","SALISBURY BANCORP INC","Equity","0.00","33.00","207.00","6,831.00","6,831.00","Financials","2288257","US7952261094","NASDAQ"
"GTIM","GOOD TIMES RESTAURANTS INC","Equity","0.00","0.86","7,955.00","6,858.01","6,858.01","Consumer Discretionary","2153968","US3821408792","NASDAQ"
"MIND","MITCHAM INDUSTRIES INC","Equity","0.00","0.86","7,993.00","6,873.98","6,873.98","Energy","2597135","US6065011040","NASDAQ"
"MGYR","MAGYAR BANCORP INC","Equity","0.00","9.68","714.00","6,911.52","6,911.52","Financials","B0XGGD9","US55977T1097","NASDAQ"
"EDUC","EDUCATIONAL DEVELOPMENT CORP","Equity","0.00","5.00","1,390.00","6,950.00","6,950.00","Consumer Discretionary","2305640","US2814791057","NASDAQ"
"DSS","DOCUMENT SECURITY SYSTEM INC","Equity","0.00","0.33","21,176.00","6,952.08","6,952.08","Industrials","BDGRVP7","US25614T2006","Nyse Mkt Llc"
"ARL","AMERICAN REALTY INVESTORS INC","Equity","0.00","8.94","779.00","6,964.26","6,964.26","Real Estate","2615974","US0291741090","New York Stock Exchange Inc."
"FRAN","FRANCESCAS HOLDINGS CORP","Equity","0.00","2.74","2,579.00","7,066.46","7,066.46","Consumer Discretionary","BK95GG3","US3517932030","NASDAQ"
"CPSH","CPS TECHNOLOGIES CORP","Equity","0.00","1.00","7,115.00","7,115.00","7,115.00","Information Technology","2185154","US12619F1049","NASDAQ"
"BH A","BIGLARI HOLDINGS INC CLASS A","Equity","0.00","376.00","19.00","7,144.00","7,144.00","Consumer Discretionary","BDT5ZF6","US08986R4083","New York Stock Exchange Inc."
"PBHC","PATHFINDER BANCORP INC","Equity","0.00","10.02","713.00","7,144.26","7,144.26","Financials","BRKG716","US70319R1095","NASDAQ"
"CSPI","CSP INC","Equity","0.00","10.52","681.00","7,164.12","7,164.12","Information Technology","2160689","US1263891053","NASDAQ"
"TAYD","TAYLOR DEVICES INC","Equity","0.00","10.30","702.00","7,230.60","7,230.60","Industrials","2877127","US8771631053","NASDAQ"
"TGEN","TECOGEN INC","Equity","0.00","1.00","7,302.00","7,302.00","7,302.00","Industrials","BF4YJ72","US87876P2011","NASDAQ"
"FLL","FULL HOUSE RESORTS INC","Equity","0.00","1.62","4,630.00","7,500.60","7,500.60","Consumer Discretionary","2357566","US3596781092","NASDAQ"
"SOLY","SOLITON INC","Equity","0.00","9.35","810.00","7,573.50","7,573.50","Health Care","BJFFL21","US8342511008","NASDAQ"
"PPSI","PIONEER POWER SOLUTIONS INC","Equity","0.00","1.16","6,538.00","7,584.08","7,584.08","Industrials","B5N8D17","US7238363003","NASDAQ"
"FTEK","FUEL TECH INC","Equity","0.00","0.52","14,600.00","7,590.54","7,590.54","Industrials","2354460","US3595231073","NASDAQ"
"IBIO","IBIO INC","Equity","0.00","1.11","6,859.00","7,613.49","7,613.49","Health Care","BG43QY2","US4510332038","Nyse Mkt Llc"
"BWLA","BOWL AMERICA INC CLASS A","Equity","0.00","11.15","686.00","7,648.90","7,648.90","Consumer Discretionary","2116176","US1025651084","Nyse Mkt Llc"
"VOLT","VOLT INFORMATION SCIENCES INC","Equity","0.00","1.02","7,500.00","7,650.00","7,650.00","Industrials","2930440","US9287031077","Nyse Mkt Llc"
"QADB","QAD INC CLASS B","Equity","0.00","31.60","244.00","7,710.40","7,710.40","Information Technology","B54K572","US74727D2071","NASDAQ"
"ZDGE","ZEDGE INC CLASS B","Equity","0.00","1.17","6,617.00","7,761.74","7,761.74","Communication","BYQQ3Q6","US98923T1043","Nyse Mkt Llc"
"VTNR","VERTEX ENERGY INC","Equity","0.00","0.54","14,371.00","7,803.45","7,803.45","Energy","B02PH34","US92534K1079","NASDAQ"
"SHLO","SHILOH INDUSTRIES INC","Equity","0.00","1.06","7,432.00","7,877.92","7,877.92","Consumer Discretionary","2804556","US8245431023","NASDAQ"
